fname,itp,tp_prob,its,ts_prob
CM_TAPM_00_HHE_100_2020010110000000.mseed_309000,[1484 1812],[ 0.828022   0.8763541],[ 665 1623 1978],[ 0.47015557  0.43963236  0.8582166 ]
CM_URMC_00_HHE_100_2020010109595999.mseed_315000,[1069],[ 0.40911543],[1433],[ 0.46370706]
CM_TAPM_00_HHE_100_2020010110000000.mseed_312000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_318000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_321000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_315000,[ 610 1501],[ 0.8534859  0.8156105],[ 840 1815],[ 0.81431514  0.71897656]
CM_TAPM_00_HHE_100_2020010110000000.mseed_318000,[2221],[ 0.8479235],[2405],[ 0.87067837]
CM_URMC_00_HHE_100_2020010109595999.mseed_324000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_321000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_327000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_324000,[736],[ 0.9157356],[119],[ 0.79734904]
CM_URMC_00_HHE_100_2020010109595999.mseed_330000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_327000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_333000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_330000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_336000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_333000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_336000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_339000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_339000,[2887],[ 0.37462932],[2883],[ 0.4137682]
CM_URMC_00_HHE_100_2020010109595999.mseed_342000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_342000,[2736],[ 0.72331196],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_345000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_345000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_348000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_348000,[292],[ 0.45697746],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_351000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_351000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_354000,[2499],[ 0.9846438],[2895],[ 0.5691929]
CM_TAPM_00_HHE_100_2020010110000000.mseed_354000,[],[],[825],[ 0.30753767]
CM_URMC_00_HHE_100_2020010109595999.mseed_357000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_357000,[1696],[ 0.7166947],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_360000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_360000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_363000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_366000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_363000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_369000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_366000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_369000,[829],[ 0.40122882],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_372000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_372000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_375000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_375000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_378000,[700],[ 0.8339667],[137 848],[ 0.71256244  0.8485092 ]
CM_URMC_00_HHE_100_2020010109595999.mseed_378000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_381000,[1976],[ 0.35295781],[1255],[ 0.31393394]
